id,carat,cut,color,clarity,depth,table,x,y,z,price
1394,3,Ideal,D,SI1,619,560,428,431,266,691.3973
1395,13,Premium,J,SI1,619,560,707,704,437,5457.60526
1396,56,Premium,F,VS2,596,580,536,534,319,1700.2424
1397,36,Ideal,H,VVS1,618,560,46,463,285,792.11069
1398,101,Fair,E,SI2,600,600,648,638,386,4222.16236
1399,52,Ideal,F,VVS2,609,560,519,523,317,2118.65785
1400,71,Ideal,E,SI1,619,560,571,573,354,2501.75853
1401,201,Very Good,H,SI1,622,600,805,80,499,16321.87345
1402,20,Very Good,J,SI1,619,590,796,80,494,11985.81198
1403,71,Ideal,F,SI1,616,560,571,575,353,2525.30065
1404,3,Premium,G,VS1,625,550,432,425,268,691.3973
1405,108,Ideal,H,SI2,593,570,674,671,399,4730.6802
1406,3,Ideal,G,VVS1,626,540,425,428,267,691.3973
1407,171,Premium,G,SI1,606,580,779,775,471,13780.45117
1408,33,Ideal,F,VVS1,624,540,444,447,278,718.26742
1409,5,Very Good,E,VVS1,621,560,506,511,316,2059.3912
1410,33,Ideal,H,IF,621,550,444,441,275,787.24624
1411,112,Premium,I,SI2,612,580,672,668,41,4640.67757
1412,26,Very Good,E,VVS2,631,590,408,404,256,691.3973
1413,208,Premium,H,VS2,620,580,819,81,505,16422.60319
1414,7,Ideal,H,VS2,612,560,572,575,351,3025.86215
1415,38,Ideal,F,VS1,625,538,462,465,289,848.99927
1416,12,Premium,G,VVS2,612,580,684,688,42,9810.93445
1417,111,Premium,H,SI2,604,590,67,664,403,4465.13113
1418,71,Premium,F,SI1,616,570,573,57,352,2553.30806
1419,128,Ideal,H,VVS1,613,550,701,706,431,8244.98627
1420,51,Good,E,SI1,633,590,505,509,321,1447.32781
1421,38,Ideal,G,VVS2,615,552,467,471,289,957.496
1422,91,Very Good,D,VS1,625,560,614,618,385,4907.25893
1423,37,Ideal,H,SI1,597,560,467,471,28,957.496
1424,112,Ideal,H,VS1,609,570,671,673,409,6540.91904
1425,108,Ideal,E,VVS2,625,570,652,657,409,10018.36758
1426,226,Premium,H,SI2,611,570,845,84,515,15754.54077
1427,35,Premium,H,SI2,616,580,449,454,278,732.94226
1428,9,Premium,F,SI1,630,600,613,609,385,3835.65311
1429,44,Ideal,F,VVS1,615,570,49,486,30,853.09899
1430,3,Very Good,G,VS1,631,590,427,425,269,691.3973
1431,41,Good,E,SI2,635,550,469,473,299,957.496
1432,71,Premium,D,SI2,628,570,569,564,356,2273.19767
1433,72,Ideal,E,VS2,621,570,573,576,357,3025.86215
1434,32,Premium,D,SI2,625,580,438,433,272,718.26742
1435,151,Ideal,G,VS1,608,540,74,748,452,13755.54562
1436,4,Very Good,G,SI2,629,570,468,47,295,910.97672
1437,41,Very Good,D,VS2,592,580,483,487,287,976.28326
1438,105,Premium,D,SI1,593,580,674,668,398,5822.57407
1439,73,Good,E,SI1,636,570,57,572,363,2576.698
1440,102,Premium,F,VVS2,609,590,656,644,396,9037.6165
1441,57,Ideal,G,VS1,625,542,529,531,331,1755.11631
1442,53,Ideal,F,VVS1,614,560,521,525,321,2059.3912
1443,103,Very Good,G,SI2,592,630,655,66,389,4223.79949
1444,10,Premium,E,VS2,621,590,638,634,395,6368.54495
1445,34,Ideal,D,VS2,613,570,45,447,275,691.3973
1446,101,Very Good,F,VS2,635,580,635,632,402,6247.36985
1447,38,Very Good,F,VS1,604,600,47,474,285,825.775
1448,175,Premium,E,SI1,603,610,782,774,469,13853.4325
1449,82,Premium,I,SI1,626,570,598,594,373,2919.46345
1450,3,Premium,I,VVS1,625,600,427,424,266,691.3973
1451,7,Very Good,F,SI2,588,570,585,589,345,2292.07264
1452,3,Ideal,G,IF,614,570,433,437,267,760.37612
1453,38,Very Good,D,SI1,613,570,467,47,287,910.97672
1454,101,Good,G,VS1,638,570,635,638,406,6693.60694
1455,65,Premium,F,SI1,614,578,55,556,339,1974.65685
1456,7,Premium,F,SI1,623,580,567,572,355,2440.89836
1457,111,Good,D,SI2,601,630,668,67,402,4256.89942
1458,73,Ideal,E,VS1,614,550,58,582,357,3213.29273
1459,57,Ideal,F,VS2,613,570,535,539,329,1700.2424
1460,20,Good,I,VS1,588,650,803,81,474,15537.09136
1461,3,Ideal,E,VVS2,622,570,428,431,267,691.3973
1462,39,Very Good,G,VVS1,627,580,465,469,293,984.81999
1463,47,Ideal,I,VVS1,610,560,502,504,307,1668.1023
1464,51,Very Good,F,VS2,629,570,509,511,321,1700.2424
1465,34,Ideal,E,IF,617,560,448,446,276,787.24624
1466,41,Ideal,E,SI2,630,570,473,47,297,944.43882
1467,34,Ideal,D,VVS2,613,560,451,453,277,732.94226
1468,201,Ideal,H,VS1,629,540,801,796,502,16770.72074
1469,34,Premium,H,VVS1,611,590,448,452,275,732.94226
1470,33,Ideal,G,VVS1,617,540,448,447,276,718.26742
1471,39,Ideal,F,VS2,612,570,469,473,288,957.496
1472,28,Ideal,H,VS1,622,540,418,421,261,691.3973
1473,8,Very Good,G,SI1,621,560,601,585,368,3019.34051
1474,27,Very Good,F,VVS2,608,590,417,419,254,691.3973
1475,17,Ideal,H,SI2,619,590,759,767,472,10093.84217
1476,71,Good,I,VVS1,634,570,567,571,361,2478.75655
1477,42,Premium,G,SI1,622,580,475,473,295,976.28326
1478,116,Ideal,H,SI1,600,600,687,684,411,6554.48416
1479,9,Good,D,SI1,635,570,611,615,389,4177.48644
1480,31,Premium,H,VS2,627,590,429,432,27,691.3973
1481,4,Very Good,G,SI1,596,610,474,476,283,976.28326
1482,107,Very Good,E,IF,586,630,67,679,395,11671.18391
1483,3,Premium,D,SI1,621,580,428,425,265,691.3973
1484,26,Good,E,VVS1,579,600,422,425,245,691.3973
1485,34,Ideal,H,VVS1,620,540,448,446,277,718.26742
1486,26,Very Good,F,VS2,614,560,409,412,253,691.3973
1487,34,Ideal,D,I1,625,570,447,449,28,718.26742
1488,11,Premium,G,VS1,584,600,685,681,399,8622.44603
1489,32,Premium,D,VVS2,615,600,437,441,27,718.26742
1490,51,Premium,E,SI2,607,560,521,517,315,1202.71406
1491,113,Premium,E,SI1,627,570,665,662,416,5472.59607
1492,31,Premium,I,VS1,592,600,44,445,262,691.3973
1493,109,Ideal,H,SI1,619,560,661,664,41,5098.36249
1494,106,Very Good,E,VS2,610,600,657,653,40,6897.94495
1495,36,Premium,E,SI1,609,600,461,456,279,761.3053
1496,5,Ideal,G,SI2,621,550,512,515,319,1202.71406
1497,3,Ideal,D,VS2,625,550,431,43,269,691.3973
1498,108,Very Good,H,SI1,632,580,657,649,413,5232.87423
1499,10,Good,E,SI1,631,640,631,625,396,4517.74343
1500,56,Ideal,F,VS1,617,540,534,53,328,1755.11631
1501,10,Very Good,D,SI2,637,550,632,637,404,4176.95335
1502,72,Premium,I,VS2,609,600,58,576,352,2596.06894
1503,38,Ideal,J,VS1,620,530,466,47,29,910.97672
1504,53,Ideal,H,SI1,622,540,518,523,324,1431.60072
1505,101,Good,I,VS2,625,590,63,637,396,4911.62714
1506,38,Ideal,H,VS2,624,560,462,465,289,848.99927
1507,103,Ideal,D,VVS2,620,560,646,655,403,11438.46556
1508,106,Premium,F,VS2,622,570,658,653,408,6897.94495
1509,46,Ideal,F,SI2,615,540,498,501,307,1371.88889
1510,58,Premium,G,VS1,599,580,549,537,325,1755.11631
1511,68,Premium,H,SI1,595,590,577,573,342,2546.28681
1512,12,Very Good,G,SI2,615,580,683,685,421,5289.95532
1513,4,Ideal,G,VVS1,620,560,473,476,294,1003.60725
1514,106,Ideal,G,VS1,616,560,653,657,404,7098.34895
1515,66,Very Good,E,VS1,610,578,564,569,345,2935.55647
1516,39,Very Good,D,VS2,622,580,463,469,29,848.99927
1517,51,Ideal,E,VS2,604,570,518,515,312,1700.2424
1518,114,Very Good,F,VVS1,622,559,667,669,416,11199.52874
1519,31,Very Good,H,VVS1,612,560,437,439,268,718.26742
1520,72,Very Good,D,VS1,627,580,565,568,355,3001.6049
1521,7,Premium,E,SI1,601,580,581,583,35,2625.60371
1522,7,Ideal,F,SI1,614,570,567,569,349,2440.89836
1523,7,Premium,D,SI2,605,580,58,574,349,2467.43006
1524,36,Ideal,E,SI1,624,550,455,458,285,732.94226
1525,4,Very Good,D,VVS2,622,540,475,477,296,976.28326
1526,3,Premium,F,VS2,625,580,426,428,267,691.3973
1527,33,Ideal,E,VVS1,619,570,443,446,275,718.26742
1528,218,Good,H,SI2,604,640,847,838,509,15285.9853
1529,172,Fair,F,SI1,648,580,75,746,485,12000.0682
1530,5,Good,I,SI2,653,560,491,501,324,1316.12722
1531,27,Ideal,E,VVS2,602,550,424,427,256,691.3973
1532,39,Good,E,VS1,578,580,486,49,282,944.43882
1533,11,Ideal,G,SI1,619,550,662,666,411,5272.92903
1534,34,Ideal,F,IF,614,570,449,45,276,787.24624
1535,11,Premium,E,SI1,629,580,662,655,414,5409.76739
1536,31,Ideal,G,VS2,617,550,435,437,269,691.3973
1537,31,Ideal,D,VS2,622,570,434,431,269,691.3973
1538,115,Ideal,G,VVS1,606,560,683,68,413,9634.23063
1539,91,Very Good,F,SI2,624,580,617,621,386,3628.09684
1540,3,Very Good,F,VVS2,624,580,425,428,266,691.3973
1541,10,Very Good,F,SI1,581,630,645,636,372,4954.81836
1542,32,Very Good,E,VS2,628,540,435,438,274,691.3973
1543,4,Premium,D,SI2,619,580,471,473,292,976.28326
1544,15,Premium,D,VS2,618,600,737,73,453,14586.01705
1545,58,Ideal,G,SI2,620,570,535,529,33,1444.73247
1546,73,Fair,G,SI2,647,600,568,564,366,2273.19767
1547,116,Ideal,I,SI1,626,570,671,667,419,4724.82555
1548,5,Premium,D,SI1,613,600,515,51,314,1431.60072
1549,12,Premium,G,SI1,630,600,681,675,427,6069.36916
1550,133,Ideal,I,VVS2,622,560,701,704,437,6614.9637
1551,38,Ideal,H,IF,600,600,471,476,284,976.28326
1552,41,Very Good,G,VS2,617,610,47,474,291,825.775
1553,101,Very Good,E,VS2,595,600,65,654,388,6568.48324
1554,12,Ideal,G,VVS1,622,570,677,681,422,9232.48033
1555,55,Ideal,I,VS2,618,550,528,532,327,1700.2424
1556,32,Very Good,H,VS2,630,570,433,437,274,691.3973
1557,57,Premium,D,SI1,611,560,538,533,327,1431.60072
1558,32,Premium,F,VS2,617,580,438,441,271,718.26742
1559,101,Very Good,H,SI1,634,590,634,628,40,4554.19257
1560,42,Ideal,F,VVS2,622,560,479,482,299,976.28326
1561,3,Very Good,F,VS2,630,550,428,429,27,691.3973
1562,35,Good,D,SI1,633,560,45,453,286,706.07214
1563,38,Ideal,I,SI1,619,540,464,467,288,848.99927
1564,101,Good,G,SI2,608,630,636,64,388,4184.59137
1565,101,Very Good,G,VS2,602,580,651,654,393,6360.30188
1566,20,Very Good,J,SI2,626,570,795,799,499,11765.22793
1567,34,Very Good,D,SI1,628,550,445,45,281,718.26742
1568,106,Ideal,G,VS2,619,540,654,658,406,6509.81822
1569,105,Ideal,G,VS1,613,570,651,658,401,7019.98336
1570,32,Premium,H,SI1,609,600,443,44,269,718.26742
1571,154,Fair,F,SI1,658,560,722,718,474,10825.7475
1572,71,Premium,D,VS2,621,600,568,572,354,2941.33147
1573,152,Ideal,H,SI1,620,560,738,732,456,9670.33722
1574,7,Good,I,I1,639,620,562,557,358,1423.64512
1575,114,Very Good,F,SI2,629,590,662,664,417,4519.5983
1576,201,Very Good,I,SI2,618,580,801,805,496,14083.50348
1577,56,Ideal,G,VVS2,626,530,527,531,331,2118.65785
1578,44,Ideal,G,IF,613,550,491,495,302,976.28326
1579,102,Very Good,D,SI1,627,570,642,65,405,5300.54341
1580,108,Ideal,F,SI1,627,570,652,649,408,5182.41562
1581,102,Very Good,E,VS1,610,580,646,652,396,7636.25883
1582,101,Premium,H,SI1,613,580,647,639,394,4954.81836
1583,159,Ideal,G,VVS2,626,550,747,744,467,15728.52582
1584,3,Premium,D,SI2,622,590,43,425,266,691.3973
1585,102,Premium,G,SI1,617,580,647,637,396,4954.81836
1586,71,Premium,G,VS2,621,620,571,565,353,2848.1583
1587,8,Ideal,F,VS2,627,540,595,591,372,3260.7006
1588,133,Premium,G,VS1,627,580,701,696,438,9512.21985
1589,117,Ideal,F,SI1,630,540,671,666,421,5467.59804
1590,106,Ideal,G,SI2,625,550,655,651,408,4329.75572
1591,55,Ideal,E,VVS2,611,570,525,529,322,2118.65785
1592,132,Premium,F,VS2,609,590,712,706,432,9831.8771
1593,107,Premium,H,SI2,622,590,653,647,404,4255.81767
1594,104,Premium,I,SI2,621,590,646,652,403,4291.42208
1595,9,Very Good,E,SI1,629,550,618,622,39,4203.05195
1596,8,Very Good,F,VS2,623,570,591,594,369,3146.79368
1597,27,Ideal,I,VVS2,613,560,415,417,255,691.3973
1598,4,Premium,E,SI2,629,580,474,47,297,944.43882
1599,153,Premium,H,VS2,622,580,734,73,455,11330.85907
1600,82,Ideal,G,SI2,610,550,604,599,367,2703.96958
1601,152,Premium,G,I1,623,600,734,728,456,5538.64857
1602,156,Premium,G,VS2,619,580,74,744,459,13930.01096
1603,102,Very Good,G,SI2,629,590,638,64,402,4256.89942
1604,117,Good,H,SI2,638,580,673,657,424,4421.7084
1605,124,Ideal,E,SI2,592,550,705,703,417,5342.49936
1606,7,Fair,D,SI2,678,580,551,544,371,2174.09301
1607,72,Good,G,SI1,640,590,559,563,359,2409.42281
1608,3,Premium,F,SI1,609,600,433,437,265,691.3973
1609,7,Premium,D,SI1,612,580,574,57,35,2550.80178
1610,113,Fair,H,SI1,653,590,652,644,423,5343.32003
1611,106,Very Good,E,VVS2,618,580,652,656,404,9574.87169
1612,39,Premium,E,VVS2,611,590,468,474,288,957.496
1613,31,Ideal,G,IF,610,550,439,442,269,787.24624
1614,25,Very Good,G,VVS1,618,560,403,406,25,691.3973
1615,4,Very Good,J,VS2,609,620,473,476,289,976.28326
1616,57,Very Good,D,VS2,604,570,535,538,324,1700.2424
1617,31,Ideal,E,SI1,630,570,432,429,271,691.3973
1618,151,Premium,G,VVS2,629,600,73,721,456,12827.71709
1619,34,Ideal,E,VS2,624,540,448,449,28,718.26742
1620,4,Premium,E,VS2,622,590,471,474,294,976.28326
1621,44,Ideal,J,VS2,623,540,489,486,304,1015.40587
1622,107,Premium,D,IF,609,580,667,657,403,16347.28169
1623,111,Ideal,D,SI2,622,570,666,662,412,4557.93195
1624,38,Ideal,G,VVS2,607,570,47,473,286,825.775
1625,204,Ideal,I,SI1,600,600,83,826,497,15441.97575
1626,10,Premium,I,SI2,626,560,64,634,399,4100.64243
1627,32,Ideal,G,SI2,616,560,44,443,272,691.3973
1628,207,Premium,J,VS2,615,590,82,816,503,14519.24269
1629,10,Premium,E,SI2,627,580,641,634,40,4173.81774
1630,15,Premium,F,VVS2,588,580,751,743,439,15757.71883
1631,5,Very Good,D,VS2,637,560,495,503,318,1673.12129
1632,123,Premium,I,SI2,625,600,682,675,424,5312.87051
1633,54,Very Good,F,VS1,599,570,535,53,319,1755.11631
1634,31,Premium,F,VS2,594,580,445,437,262,718.26742
1635,118,Premium,H,SI2,587,600,701,693,409,5260.7687
1636,71,Very Good,H,IF,630,570,563,57,357,2690.18977
1637,41,Premium,F,VS2,613,580,484,479,295,976.28326
1638,15,Premium,F,I1,626,570,733,721,455,5437.57466
1639,203,Very Good,I,VS1,632,600,801,798,505,16049.05362
1640,31,Ideal,G,VVS2,612,540,438,441,269,718.26742
1641,7,Very Good,H,SI1,615,570,564,568,348,2409.42281
1642,155,Ideal,F,SI2,623,555,736,742,461,8417.88827
1643,53,Premium,E,VS2,609,600,516,522,316,1700.2424
1644,43,Premium,F,SI1,629,600,48,477,301,825.775
1645,212,Premium,H,SI2,615,590,826,821,506,15045.9297
1646,102,Premium,F,VS2,630,600,641,635,402,6486.07852
1647,12,Very Good,I,SI1,631,580,672,666,422,4724.82555
1648,32,Ideal,J,VS1,613,570,441,443,271,718.26742
1649,103,Ideal,F,SI1,613,560,655,651,40,5071.59264
1650,7,Ideal,D,VS1,623,550,564,568,353,3065.07775
1651,31,Ideal,G,VVS1,618,550,435,439,27,691.3973
1652,127,Ideal,J,SI2,626,570,688,685,43,5129.0823
1653,71,Premium,G,VS2,603,600,581,576,349,2922.93382
1654,36,Very Good,E,VS2,628,550,449,456,284,732.94226
1655,10,Fair,E,SI2,658,580,628,616,409,3574.87013
1656,33,Very Good,F,VVS1,620,560,441,444,274,718.26742
1657,77,Premium,E,SI1,598,610,599,595,357,2976.77113
1658,107,Ideal,H,SI2,618,560,658,663,408,4557.93195
1659,27,Ideal,H,VS2,617,560,413,417,256,691.3973
1660,58,Premium,J,VS2,595,620,544,541,323,1742.0527
1661,13,Premium,I,IF,618,580,70,695,431,8166.81387
1662,151,Ideal,E,SI2,605,570,738,742,448,8974.11807
1663,167,Ideal,F,SI2,624,540,76,763,475,10121.44132
1664,71,Premium,H,SI1,623,610,565,561,351,2409.42281
1665,121,Premium,F,SI1,616,590,682,679,419,6358.80988
1666,38,Ideal,F,VVS2,627,560,464,461,29,830.98835
1667,7,Ideal,E,SI1,602,580,575,578,347,2579.82597
1668,7,Ideal,F,VS1,624,530,573,571,357,3159.49228
1669,31,Ideal,G,SI1,618,550,438,442,272,718.26742
1670,167,Ideal,G,VS1,615,550,762,767,47,16196.88312
1671,53,Ideal,G,VS1,621,570,516,518,321,1755.11631
1672,33,Ideal,F,VS1,616,550,446,447,276,718.26742
1673,35,Premium,E,VS2,595,580,462,459,274,830.98835
1674,114,Premium,D,SI2,603,580,679,671,407,4955.05011
1675,111,Ideal,G,SI2,619,550,665,66,41,4355.85431
1676,5,Ideal,E,VS2,615,570,514,511,315,1700.2424
1677,33,Ideal,H,SI2,614,560,485,479,295,976.28326
1678,101,Good,E,SI1,643,590,623,628,402,4438.72816
1679,123,Very Good,G,SI2,608,590,688,697,421,5329.56617
1680,152,Premium,G,VS1,615,580,739,731,452,13886.34911
1681,222,Good,I,SI2,632,570,823,828,522,15164.63504
1682,101,Premium,D,VS2,592,560,648,643,382,6522.38435
1683,72,Ideal,E,VVS2,617,550,576,578,356,3301.85347
1684,26,Very Good,F,VS2,590,590,419,425,249,691.3973
1685,7,Ideal,E,VS1,618,560,574,569,353,3159.49228
1686,7,Premium,F,SI1,600,600,562,555,36,2250.32892
1687,154,Very Good,F,SI1,588,600,754,759,445,11726.27145
1688,155,Premium,G,SI1,598,590,747,745,446,10854.73887
1689,51,Ideal,F,VVS2,619,560,513,515,318,2118.65785
1690,91,Premium,G,VS1,622,580,622,612,385,4600.97715
1691,27,Ideal,F,IF,613,570,416,42,256,760.37612
1692,31,Ideal,D,SI1,619,570,433,436,269,691.3973
1693,42,Ideal,D,VS1,618,570,482,479,297,976.28326
1694,122,Ideal,G,VVS1,611,560,691,694,423,10430.38806
1695,8,Good,F,VS2,605,623,597,601,362,3269.20152
1696,13,Ideal,G,VVS2,620,570,696,703,434,11350.87227
1697,9,Fair,H,SI2,660,630,589,579,386,2558.94364
1698,122,Premium,I,SI1,621,590,68,686,424,5959.84471
1699,43,Ideal,D,VS2,620,550,481,486,30,976.28326
1700,118,Premium,E,I1,625,580,675,662,418,3250.75662
1701,54,Very Good,I,SI1,632,570,517,521,328,1431.60072
1702,31,Ideal,E,VS2,611,560,437,44,268,718.26742
1703,205,Premium,E,SI2,586,590,843,836,492,15686.21813
1704,42,Premium,F,VS1,609,590,48,485,294,825.775
1705,34,Ideal,D,SI1,604,570,451,453,273,732.94226
1706,124,Ideal,F,VS1,622,550,689,687,428,9598.4177
1707,51,Very Good,E,SI2,616,570,517,519,319,1202.71406
1708,51,Very Good,E,VS2,636,590,499,507,32,1617.75936
1709,136,Ideal,G,VVS2,611,570,72,714,438,10576.9774
1710,24,Very Good,F,SI1,609,610,402,403,245,691.3973
1711,32,Ideal,G,VVS1,611,570,443,441,27,718.26742
1712,91,Ideal,I,VVS1,600,570,629,631,383,4743.92013
1713,15,Premium,H,VS1,599,600,739,744,444,11248.93641
1714,4,Ideal,J,VS1,626,550,471,475,296,976.28326
1715,36,Premium,H,VS1,608,590,462,459,28,830.98835
1716,3,Ideal,F,VS2,622,550,43,432,268,691.3973
1717,237,Ideal,J,VS2,622,570,858,852,532,16265.62423
1718,48,Ideal,E,VVS2,607,560,504,508,307,1743.61237
1719,3,Ideal,E,VS2,610,560,433,436,265,691.3973
1720,77,Premium,H,SI1,609,600,589,587,358,2681.31598
1721,72,Very Good,G,SI2,606,610,573,579,349,2292.07264
1722,32,Premium,H,VS1,606,600,44,444,268,691.3973
1723,201,Good,G,SI2,636,590,797,79,505,13954.29223
1724,122,Ideal,H,VS2,604,570,695,698,421,7447.4652
1725,3,Ideal,G,VS1,599,560,437,441,263,718.26742
1726,126,Premium,E,SI2,629,590,685,682,43,5344.74606
1727,5,Premium,E,SI2,595,590,519,516,308,1375.91916
1728,3,Good,D,VVS2,616,630,423,427,262,691.3973
1729,38,Ideal,D,VVS2,603,570,471,477,286,976.28326
1730,101,Premium,F,SI2,616,580,645,64,396,4256.89942
1731,6,Premium,H,VS1,608,590,549,543,332,1796.92661
1732,72,Very Good,G,VS1,635,550,575,568,363,3036.72942
1733,3,Premium,H,VVS1,611,610,43,427,262,691.3973
1734,72,Premium,E,SI1,613,580,581,578,355,2624.35424
1735,57,Ideal,E,VS2,608,560,534,537,326,1700.2424
1736,74,Ideal,H,VVS1,625,550,576,579,361,3410.96635
1737,3,Very Good,D,VS1,601,550,437,44,263,718.26742
1738,77,Very Good,J,VVS1,628,580,578,584,365,2187.53723
1739,51,Premium,E,VS1,619,580,515,51,317,1755.11631
1740,41,Very Good,E,SI1,605,630,477,481,29,976.28326
1741,55,Ideal,F,VS2,617,560,53,526,326,1673.12129
1742,124,Ideal,G,VVS2,619,560,687,683,424,10162.24479
1743,36,Ideal,H,IF,619,570,455,46,283,787.24624
1744,102,Very Good,F,SI2,600,600,653,657,393,4291.42208
1745,7,Very Good,E,VS2,618,590,565,568,35,2563.29374
1746,3,Very Good,G,VS1,624,580,422,424,264,691.3973
1747,41,Premium,G,SI1,614,600,482,475,294,976.28326
1748,54,Good,E,VS2,631,580,513,521,326,1700.2424
1749,36,Ideal,D,VS2,613,550,458,462,282,764.7867
1750,125,Premium,F,VS2,608,580,698,693,423,9285.42316
1751,12,Good,G,VS2,578,590,706,70,406,8733.2271
1752,44,Ideal,G,VVS1,620,540,489,491,304,1042.72985
1753,218,Very Good,G,SI2,631,580,829,823,521,15347.63393
1754,9,Very Good,H,SI1,634,580,616,611,389,4044.96411
1755,31,Premium,I,SI1,596,580,444,439,263,718.26742
1756,9,Good,F,SI1,636,590,607,612,388,3902.51288
1757,46,Premium,E,VS1,619,580,491,494,305,1015.40587
1758,27,Ideal,E,VVS2,618,570,416,412,256,691.3973
1759,51,Ideal,E,SI1,623,560,515,512,32,1539.71288
1760,32,Very Good,H,SI1,631,550,437,434,275,718.26742
1761,54,Ideal,D,SI1,607,560,53,527,321,1507.68726
1762,4,Ideal,G,SI1,601,560,48,485,29,825.775
1763,132,Premium,G,SI1,621,590,703,699,435,7408.2629
1764,10,Very Good,F,SI2,635,550,637,632,403,3994.51762
1765,151,Fair,H,VS2,574,610,749,763,434,11655.94874
1766,151,Premium,I,SI1,626,600,734,727,457,8734.33146
1767,91,Fair,F,SI2,649,560,608,605,394,3187.70212
1768,101,Ideal,F,SI1,623,550,637,644,399,5071.59264
1769,76,Ideal,F,SI1,626,570,584,589,367,2683.12322
1770,7,Fair,I,SI2,659,580,546,55,361,2227.89944
1771,42,Ideal,H,SI1,627,560,476,478,299,976.28326
1772,8,Good,G,SI1,653,570,578,585,38,2625.60371
1773,54,Ideal,H,VVS1,618,550,524,521,323,2059.3912
1774,7,Ideal,I,VS1,622,570,569,566,353,2478.75655
1775,3,Ideal,G,SI1,623,580,426,428,266,691.3973
1776,53,Premium,G,VS1,624,580,52,516,323,1693.26602
1777,102,Ideal,H,SI1,616,570,643,65,398,4927.11706
1778,9,Fair,F,SI2,690,590,589,582,404,2664.74419
1779,11,Very Good,I,VS2,618,580,659,662,408,4950.02412
1780,34,Ideal,D,VS1,613,560,45,454,277,706.07214
1781,102,Ideal,F,SI1,601,590,659,656,395,5098.36249
1782,31,Good,H,VVS2,636,560,428,433,274,691.3973
1783,7,Very Good,D,VS2,612,600,573,577,352,3051.20836
1784,7,Premium,H,VVS2,610,620,572,566,347,2997.27395
1785,101,Ideal,D,VVS2,615,570,643,648,397,11002.76416
1786,57,Ideal,E,VS2,618,560,529,533,328,1700.2424
1787,51,Premium,D,SI1,601,600,515,517,31,1539.71288
1788,149,Fair,H,I1,669,610,693,689,462,3763.39246
1789,36,Ideal,E,VVS2,620,540,456,46,284,718.26742
1790,174,Very Good,I,SI1,587,600,784,79,462,13515.28735
1791,71,Very Good,I,VS2,614,560,573,579,353,2479.87011
1792,51,Ideal,G,VVS1,614,550,515,518,317,2059.3912
1793,239,Premium,H,SI1,618,580,857,852,528,17135.14679
1794,107,Ideal,G,VVS1,609,560,66,667,404,8355.1409
1795,10,Premium,H,SI2,627,590,635,631,397,3898.96508
1796,15,Premium,H,VS2,612,610,732,725,446,11201.90447
1797,91,Premium,G,SI2,628,590,614,612,385,3390.47965
1798,109,Ideal,I,VS2,618,570,655,659,406,4834.69448
1799,61,Premium,F,VVS2,630,600,535,529,335,2118.65785
1800,4,Good,I,VVS2,597,620,475,479,285,976.28326
1801,51,Very Good,E,SI2,633,560,512,508,323,1202.71406
1802,91,Very Good,E,SI1,625,610,61,619,384,4138.00726
1803,101,Very Good,F,VVS2,630,560,634,64,401,8331.31855
1804,12,Premium,F,VVS2,622,580,683,678,423,11268.42305
1805,106,Ideal,G,VS2,628,550,649,651,408,6341.09526
1806,121,Very Good,F,VS2,616,580,679,688,421,8856.17912
1807,101,Good,E,SI2,607,620,643,649,392,4291.42208
1808,11,Good,H,SI1,636,580,655,65,415,5151.00444
1809,24,Premium,E,VVS1,606,590,402,40,243,691.3973
1810,38,Premium,I,VS2,617,590,46,464,285,764.7867
1811,27,Very Good,F,VVS1,618,550,413,416,256,691.3973
1812,128,Premium,G,VS2,621,600,695,689,43,8397.84237
1813,38,Ideal,E,VS1,617,530,469,471,29,957.496
1814,7,Fair,F,I1,662,590,559,54,365,1225.56771
1815,25,Good,E,VS1,633,600,399,404,254,691.3973
1816,119,Good,G,VVS2,611,610,686,683,418,9946.19059
1817,168,Ideal,H,VS2,613,560,777,767,473,13095.33311
1818,71,Ideal,E,SI2,623,570,566,574,355,2273.19767
1819,53,Ideal,G,VS1,624,540,518,521,324,1755.11631
1820,27,Ideal,E,VS1,616,550,416,418,257,691.3973
1821,41,Premium,D,SI2,612,590,48,477,293,825.775
1822,24,Very Good,E,VVS1,603,610,403,406,244,691.3973
1823,31,Ideal,F,IF,621,540,433,437,27,760.37612
1824,9,Premium,G,VS2,621,590,615,609,38,4459.51684
1825,77,Premium,D,VS2,618,580,584,581,36,2952.05151
1826,10,Very Good,H,SI2,597,580,648,655,389,4291.42208
1827,71,Premium,D,SI1,616,600,574,569,352,2501.75853
1828,3,Good,F,SI1,635,590,419,422,267,691.3973
1829,111,Premium,H,SI2,619,590,66,656,407,4372.35425
1830,81,Ideal,I,VS2,614,550,603,606,371,3173.44143
1831,101,Premium,I,SI2,619,580,645,641,398,4222.16236
1832,155,Very Good,H,SI2,625,610,731,734,458,8010.4129
1833,108,Ideal,F,VS2,619,550,658,661,409,7382.22706
1834,31,Very Good,H,SI1,605,600,433,44,264,691.3973
1835,4,Very Good,I,VS1,629,590,468,473,296,957.496
1836,72,Ideal,G,VS2,614,550,576,58,355,2917.99222
1837,36,Ideal,E,VS2,615,562,456,46,282,718.26742
1838,36,Premium,G,VS1,597,560,467,464,278,957.496
1839,3,Ideal,F,VVS2,611,570,43,434,264,691.3973
