id,carat,cut,color,clarity,depth,table,x,y,z,price
2257,52,Very Good,D,SI1,633,580,515,512,325,1454.64494
2258,12,Very Good,G,SI2,618,600,678,685,421,5012.12355
2259,12,Premium,E,VVS2,623,590,683,679,424,11319.94904
2260,32,Ideal,E,VVS1,625,560,442,438,275,925.89731
2261,204,Premium,I,SI2,602,590,828,822,497,13735.15378
2262,3,Good,F,VS2,634,590,423,425,269,563.37052
2263,126,Ideal,I,SI2,596,570,701,704,419,5237.25583
2264,5,Premium,G,I1,622,590,507,503,314,465.52339
2265,10,Very Good,D,SI2,608,630,641,636,388,4369.92115
2266,58,Ideal,H,IF,616,570,534,537,33,2177.22699
2267,39,Premium,E,VS1,588,590,476,473,279,850.57285
2268,32,Premium,G,VS2,611,580,445,442,271,633.68559
2269,39,Premium,G,SI2,627,540,471,464,293,580.95083
2270,53,Ideal,F,IF,624,550,52,519,324,2628.42016
2271,15,Very Good,I,VS2,584,610,742,748,435,8298.72703
2272,55,Premium,D,SI1,616,560,528,524,324,1566.64538
2273,42,Ideal,G,VS2,621,560,479,484,299,896.07749
2274,51,Premium,E,VS2,619,590,511,506,315,1467.27648
2275,106,Premium,G,VVS2,596,580,665,661,395,8267.15103
2276,31,Ideal,E,VVS2,617,560,437,438,27,649.17261
2277,101,Very Good,E,SI1,628,600,638,639,401,5087.5764
2278,9,Premium,F,VS2,627,540,613,611,384,4341.71308
2279,54,Good,G,VS2,636,560,514,517,328,1501.97137
2280,64,Good,J,SI2,647,540,539,543,35,1275.1143
2281,3,Premium,G,VS2,618,600,429,425,264,531.35304
2282,12,Premium,I,SI1,617,560,682,676,419,5483.80196
2283,79,Premium,G,VS1,613,590,597,591,364,2976.32857
2284,41,Ideal,E,VS1,609,570,476,479,291,1019.17178
2285,13,Premium,F,VVS1,593,590,711,708,422,13910.77908
2286,101,Premium,F,VS2,614,570,651,645,398,7102.28079
2287,32,Ideal,E,VS1,619,560,438,441,272,654.89023
2288,31,Premium,G,VVS1,621,590,434,439,271,907.02513
2289,12,Good,D,VS2,624,600,669,677,42,9115.98335
2290,34,Good,E,VS2,570,610,665,461,264,3108.6035
2291,10,Premium,F,VS2,605,590,657,639,392,7472.04174
2292,125,Ideal,F,VS1,624,570,69,683,429,10546.29544
2293,71,Very Good,D,SI1,632,580,565,568,358,2418.33699
2294,118,Premium,G,VVS2,616,580,68,677,418,8680.14194
2295,71,Very Good,J,VS1,633,570,559,569,357,1843.4471
2296,105,Very Good,F,IF,597,550,666,673,40,10814.76395
2297,15,Very Good,G,VS1,624,570,724,731,454,11951.9583
2298,32,Good,D,SI1,637,550,435,438,278,567.83739
2299,3,Very Good,G,VVS1,633,550,43,426,271,876.90052
2300,36,Ideal,G,VS1,614,560,455,46,281,875.01621
2301,56,Ideal,D,SI1,625,560,524,526,328,1777.70256
2302,107,Premium,G,VS2,619,580,655,654,405,6168.40191
2303,8,Ideal,E,VS2,614,550,596,599,367,3715.57772
2304,121,Very Good,I,SI1,629,550,669,676,423,5063.34082
2305,73,Premium,G,SI1,620,580,575,58,358,2265.66418
2306,107,Premium,G,VS2,621,580,659,655,408,5992.07218
2307,54,Good,D,SI2,632,570,516,519,327,1273.68406
2308,31,Premium,H,VS2,622,590,438,434,271,614.72259
2309,31,Ideal,G,VVS1,615,550,439,442,271,847.00225
2310,76,Very Good,G,VS2,598,580,592,596,355,2785.10124
2311,118,Ideal,I,VS1,622,570,676,672,419,5545.53252
2312,58,Good,G,VS1,590,620,544,548,322,1698.51318
2313,51,Ideal,D,VS2,610,570,518,515,315,1689.72207
2314,121,Very Good,G,SI2,596,600,692,694,413,4816.36926
2315,10,Premium,I,VS2,616,590,639,647,396,4469.99812
2316,25,Very Good,F,VS1,607,570,406,409,247,724.93452
2317,37,Premium,I,VS1,614,590,455,461,281,484.64995
2318,23,Very Good,H,VS1,610,570,394,396,241,412.8231
2319,9,Ideal,I,SI1,623,570,612,615,382,3424.54257
2320,32,Ideal,D,VS1,615,560,441,443,272,831.42108
2321,105,Very Good,G,SI1,602,580,657,661,397,5108.72446
2322,75,Good,D,SI1,641,540,578,576,37,2769.2771
2323,7,Very Good,E,VS2,588,560,579,584,342,2803.17106
2324,118,Premium,G,VVS2,616,580,677,68,418,8211.6062
2325,35,Ideal,G,VS1,619,550,451,453,28,757.84138
2326,15,Premium,E,SI2,607,550,744,739,45,10128.25021
2327,34,Premium,H,SI1,621,590,45,446,278,621.7404
2328,31,Ideal,G,VS2,614,560,436,434,267,648.16698
2329,153,Ideal,I,VS1,615,550,74,742,456,11147.15521
2330,10,Premium,G,SI1,618,590,643,638,396,4822.85572
2331,157,Very Good,I,VS2,602,580,751,757,454,9122.86399
2332,108,Ideal,H,SI2,614,570,66,666,407,5091.68119
2333,92,Very Good,H,SI2,628,590,614,616,386,3237.08744
2334,101,Very Good,H,SI1,634,580,638,634,403,5003.85238
2335,249,Premium,I,SI2,612,560,876,87,534,13157.10411
2336,10,Premium,F,SI2,599,610,646,642,386,4264.16335
2337,93,Very Good,H,SI2,619,570,625,631,389,3555.17882
2338,27,Very Good,D,VS2,620,570,411,415,256,566.90451
2339,10,Good,F,I1,639,590,627,62,399,3158.42797
2340,32,Ideal,G,IF,610,560,443,445,271,938.09712
2341,85,Ideal,I,VS1,619,560,608,61,377,3414.72015
2342,6,Good,D,SI1,638,570,532,527,338,1917.02324
2343,55,Premium,F,SI1,602,580,531,535,321,1391.93798
2344,92,Premium,I,SI1,607,580,63,625,381,3579.18593
2345,104,Premium,F,SI1,615,590,653,647,40,4875.31031
2346,71,Good,F,SI1,639,570,557,561,357,2053.43589
2347,13,Very Good,F,SI2,611,580,698,702,428,5942.68788
2348,11,Very Good,H,SI1,629,570,654,659,413,5070.43495
2349,102,Premium,H,SI2,609,590,651,646,395,4267.94235
2350,172,Very Good,F,I1,605,590,771,78,469,6998.59717
2351,42,Premium,E,SI1,600,610,488,485,292,787.14507
2352,94,Very Good,E,SI2,620,600,619,622,385,3451.97894
2353,51,Good,D,SI1,636,570,508,505,322,1334.16316
2354,107,Premium,F,SI2,618,580,651,657,404,4241.0652
2355,10,Very Good,D,SI2,605,600,641,644,389,4810.44849
2356,101,Premium,G,VS2,616,610,646,636,395,5952.00225
2357,7,Good,F,SI1,643,630,558,555,358,2150.11335
2358,33,Ideal,H,VS2,610,550,449,452,275,667.33372
2359,201,Good,H,SI2,622,570,805,81,503,13618.0284
2360,71,Ideal,G,VVS1,617,570,575,57,353,3685.68099
2361,92,Ideal,G,VS2,626,560,62,617,387,4646.66651
2362,27,Ideal,D,VVS2,623,570,415,413,258,719.23402
2363,122,Ideal,I,SI2,618,570,69,683,423,5414.07933
2364,218,Ideal,I,SI2,625,550,831,834,52,12976.85526
2365,38,Ideal,E,IF,627,550,461,467,291,1241.18088
2366,3,Ideal,F,VS2,617,580,428,431,265,555.2408
2367,33,Very Good,G,VVS2,609,570,443,45,272,900.90216
2368,7,Ideal,G,VS2,616,560,57,573,352,2757.9139
2369,225,Premium,I,SI1,601,600,855,851,513,14653.58178
2370,5,Good,D,VS2,641,610,498,501,32,1599.65827
2371,115,Premium,H,SI2,629,560,67,659,418,4763.70951
2372,25,Very Good,E,VVS2,605,590,406,41,247,948.57403
2373,224,Premium,H,SI2,618,580,841,834,518,14647.85798
2374,7,Fair,G,SI2,652,560,563,554,364,1686.36829
2375,15,Premium,G,SI2,585,620,744,74,434,7607.1057
2376,101,Premium,G,VS1,627,580,636,631,397,6367.45399
2377,9,Good,F,SI1,613,600,613,618,377,3682.77707
2378,3,Ideal,F,VS2,616,560,43,433,266,700.99041
2379,56,Ideal,E,VS1,613,550,529,532,325,2004.55369
2380,59,Ideal,I,SI1,617,550,541,539,333,1411.56903
2381,12,Premium,I,VS2,626,580,677,672,422,5368.97481
2382,33,Ideal,D,VS2,625,560,446,443,278,843.37934
2383,32,Premium,D,SI1,626,580,436,433,272,687.01779
2384,205,Ideal,J,SI2,616,550,818,811,502,12371.04055
2385,3,Ideal,I,SI1,615,570,43,435,266,333.73024
2386,5,Ideal,J,VS2,619,540,51,514,317,1109.77406
2387,32,Premium,D,SI1,589,600,449,447,264,600.54503
2388,31,Ideal,E,VS2,617,560,435,431,267,646.52563
2389,11,Very Good,I,SI1,612,610,661,666,401,4681.07623
2390,106,Ideal,H,SI2,609,560,658,663,402,4753.87068
2391,53,Ideal,G,SI2,624,560,518,514,322,1171.96702
2392,15,Premium,G,VS2,625,590,727,723,453,11926.8816
2393,37,Very Good,G,VVS2,599,550,471,475,283,1053.26186
2394,29,Ideal,E,VS2,601,560,43,434,26,485.444
2395,53,Ideal,F,VS1,608,550,526,53,321,1550.78344
2396,104,Very Good,G,VS2,618,560,647,65,401,6386.95738
2397,26,Ideal,G,SI1,620,550,408,411,254,443.14336
2398,106,Ideal,F,VVS2,621,570,65,654,405,9318.81549
2399,72,Premium,G,VVS2,607,600,58,587,354,2866.85155
2400,3,Ideal,E,VS2,620,560,431,434,268,535.64494
2401,7,Very Good,F,VS2,617,580,563,569,349,2474.64639
2402,211,Ideal,D,SI2,627,560,825,818,514,15764.46319
2403,103,Premium,F,SI2,624,590,645,638,40,4089.79848
2404,71,Very Good,E,VS2,594,580,576,582,344,2761.2974
2405,54,Ideal,G,VS2,615,550,524,527,323,1633.8135
2406,75,Very Good,E,SI1,624,570,579,585,363,2627.31871
2407,52,Ideal,D,VS2,617,560,518,516,319,1622.84708
2408,218,Good,H,SI1,638,570,824,817,523,15662.57402
2409,59,Ideal,E,VS2,622,580,535,539,334,1995.79991
2410,31,Premium,D,VS2,612,590,437,432,266,771.63237
2411,41,Ideal,J,VVS1,612,570,482,479,294,706.12438
2412,76,Ideal,E,SI2,615,550,588,593,363,2541.86562
2413,33,Premium,H,VS2,604,600,448,452,272,594.37594
2414,31,Premium,H,VS1,624,580,434,428,269,604.77464
2415,102,Very Good,F,SI1,602,600,655,661,396,5132.66095
2416,83,Premium,E,SI1,584,590,622,618,362,3845.38555
2417,15,Premium,D,VS1,628,580,729,726,457,15665.43925
2418,123,Ideal,G,SI1,614,560,694,691,425,6351.598
2419,31,Ideal,I,SI1,625,560,429,435,27,299.29448
2420,71,Very Good,F,SI1,637,560,563,567,36,2058.20755
2421,104,Ideal,J,SI2,604,570,655,66,397,3936.9256
2422,9,Ideal,G,SI1,616,570,617,624,382,4057.80571
2423,69,Premium,E,VS2,610,600,568,563,345,2555.8877
2424,5,Fair,H,VS2,624,690,507,499,314,1098.11891
2425,31,Ideal,G,VVS2,627,570,435,432,272,872.1864
2426,97,Premium,F,SI2,599,590,645,638,384,3922.31909
2427,101,Ideal,D,VS2,606,570,654,646,394,8282.71246
2428,51,Premium,G,VS1,629,580,51,505,319,1562.35062
2429,105,Premium,D,SI1,586,600,673,666,392,5659.08206
2430,7,Good,F,SI1,638,600,563,56,358,2134.45753
2431,24,Ideal,F,VVS2,621,560,396,399,246,727.9626
2432,154,Very Good,I,SI2,601,610,741,746,447,7495.15138
2433,118,Premium,F,SI1,623,590,675,667,418,5325.03163
2434,12,Ideal,E,VVS2,622,570,681,677,422,11738.3951
2435,55,Ideal,F,VS1,620,550,526,529,327,1856.76642
2436,4,Ideal,E,VS1,624,580,47,472,294,963.2506
2437,5,Premium,G,VS1,597,600,514,511,306,1376.54511
2438,251,Premium,J,SI2,593,580,887,883,525,13124.68604
2439,57,Good,D,SI1,593,610,534,538,318,1610.21173
2440,57,Premium,F,SI1,621,590,531,528,329,1606.96565
2441,55,Ideal,E,VVS1,629,570,525,521,329,2085.35138
2442,57,Premium,F,VS1,613,540,541,535,33,1884.73402
2443,77,Very Good,F,SI1,596,600,595,597,355,2515.02942
2444,31,Good,H,VS2,632,580,431,433,273,584.03668
2445,34,Ideal,D,SI1,613,570,45,444,274,733.00742
2446,59,Ideal,E,SI1,622,550,539,542,336,1787.80028
2447,53,Ideal,H,VS2,617,560,517,521,32,1368.13676
2448,64,Very Good,E,VVS2,618,590,551,553,341,2744.90602
2449,7,Very Good,F,VS2,603,590,576,579,348,2571.78197
2450,77,Premium,F,VS1,621,600,582,577,36,3050.55076
2451,3,Ideal,F,VS2,623,580,426,423,264,576.14518
2452,3,Ideal,E,VS2,621,550,432,435,269,568.45956
2453,25,Very Good,E,VVS2,620,560,405,408,252,785.79448
2454,124,Premium,F,SI1,616,590,686,69,424,6992.35106
2455,51,Ideal,G,VS1,613,557,515,518,316,1687.27146
2456,122,Premium,H,VS1,625,590,685,679,426,6610.51012
2457,41,Premium,I,SI2,606,590,484,48,292,507.12364
2458,81,Premium,G,SI2,622,590,596,59,369,2448.13565
2459,23,Very Good,F,VS1,598,570,404,406,242,462.88425
2460,82,Premium,J,SI1,622,580,598,594,371,2230.07943
2461,7,Very Good,F,SI1,623,580,562,578,355,2499.42757
2462,5,Fair,G,VS2,657,570,497,49,324,1477.05087
2463,79,Ideal,E,SI1,621,540,596,592,369,3417.28844
2464,52,Very Good,E,VS1,596,580,521,526,312,1621.0726
2465,133,Premium,H,SI1,615,590,706,703,433,6889.86183
2466,164,Premium,F,SI1,613,580,765,759,467,12656.57633
2467,43,Premium,G,SI1,626,590,48,482,301,827.17031
2468,91,Ideal,F,SI2,622,560,617,614,383,3393.64151
2469,101,Very Good,E,SI1,626,570,636,641,40,5043.42984
2470,53,Ideal,H,VS2,617,540,523,52,322,1427.15281
2471,10,Premium,G,VS1,624,600,639,637,398,6606.54654
2472,4,Good,D,VS2,632,570,465,471,296,1042.70673
2473,4,Premium,G,IF,608,580,473,477,289,1152.10774
2474,58,Ideal,F,VVS1,616,570,533,538,33,2720.08109
2475,3,Very Good,D,SI1,623,590,422,425,264,573.81676
2476,38,Ideal,D,VVS2,613,560,473,463,287,1138.31056
2477,3,Premium,F,VS2,611,590,429,432,263,525.7745
2478,2,Premium,D,VS2,623,600,373,368,231,539.70789
2479,9,Very Good,D,SI1,621,600,611,619,382,4385.61426
2480,56,Ideal,H,VS1,628,560,528,523,33,1568.23989
2481,77,Ideal,E,SI1,616,570,591,587,363,3213.27611
2482,93,Premium,G,SI2,617,600,625,62,384,3416.01369
2483,31,Premium,G,VVS1,602,590,443,438,265,854.34695
2484,59,Ideal,F,VS2,602,570,548,544,329,2035.30593
2485,71,Ideal,E,VS2,622,560,57,575,356,3248.31472
2486,101,Premium,F,VS2,630,580,643,636,403,6929.5502
2487,92,Premium,F,SI1,585,570,639,637,373,4149.19306
2488,101,Very Good,E,SI1,615,600,639,642,394,5242.6059
2489,33,Very Good,E,IF,618,550,447,452,278,914.77137
2490,107,Premium,F,SI1,617,560,666,65,406,5697.61097
2491,4,Very Good,D,VS1,633,570,466,472,297,1090.68862
2492,23,Very Good,D,VVS1,625,580,394,396,247,939.38685
2493,31,Ideal,I,IF,620,540,436,442,272,634.0586
2494,101,Good,G,SI2,638,530,641,631,406,3837.78533
2495,7,Very Good,I,VS1,624,580,562,567,352,2247.59246
2496,133,Premium,G,SI2,603,580,719,716,433,5731.08318
2497,7,Good,F,VS2,635,560,564,545,352,2145.53902
2498,51,Premium,G,VS1,610,580,52,516,316,1603.4987
2499,27,Very Good,E,VVS1,600,580,421,422,253,667.29782
2500,43,Ideal,I,VS1,618,550,488,49,302,771.92622
2501,7,Premium,E,VS1,596,570,591,583,35,2701.23054
2502,41,Ideal,F,VS2,608,560,481,48,292,956.4363
2503,10,Premium,E,VVS1,603,540,659,647,394,11916.66644
2504,51,Ideal,D,VS1,619,570,517,514,319,1749.18056
2505,218,Very Good,I,SI2,614,595,831,837,512,13463.48103
2506,151,Premium,J,VS2,602,590,736,735,443,7432.7825
2507,58,Ideal,F,VS2,606,560,541,544,329,1892.41608
2508,38,Ideal,F,I1,625,570,464,461,289,82.01138
2509,71,Ideal,E,VS2,611,560,577,579,353,3323.30772
2510,34,Ideal,E,SI1,621,550,451,447,279,638.50598
2511,225,Very Good,H,SI2,612,630,849,838,516,15318.22545
2512,121,Fair,H,SI1,696,550,649,642,449,5223.61628
2513,104,Ideal,D,IF,618,570,649,652,402,14679.54096
2514,9,Premium,E,VS2,630,570,615,607,385,4485.12753
2515,9,Ideal,I,SI1,608,570,622,625,379,3475.3325
2516,7,Ideal,I,VVS2,621,560,565,571,353,2473.15862
2517,109,Ideal,E,VS2,621,570,662,656,409,7936.4035
2518,75,Ideal,F,SI1,618,560,584,587,362,2764.48215
2519,53,Ideal,F,VVS2,623,560,52,524,325,1843.56288
2520,34,Ideal,H,VVS2,622,550,449,448,279,863.62138
2521,32,Very Good,I,VS1,631,560,44,438,277,412.65645
2522,152,Fair,H,I1,654,620,71,702,462,4391.50638
2523,73,Premium,E,SI2,601,590,587,582,351,2243.9843
2524,62,Ideal,G,VS1,624,570,544,546,34,2073.40715
2525,107,Ideal,I,VS2,606,590,664,662,402,4954.72947
2526,56,Very Good,H,SI2,595,570,54,543,322,1514.29599
2527,57,Premium,G,VS1,602,570,542,537,325,1738.91999
2528,24,Ideal,G,IF,608,580,401,405,244,771.80806
2529,10,Good,E,VS2,631,560,637,641,403,7741.87011
2530,125,Premium,J,VS2,620,590,687,69,427,5053.46087
2531,31,Ideal,E,VVS2,609,550,442,445,27,706.09728
2532,82,Ideal,E,SI2,621,560,601,598,372,2833.82962
2533,15,Good,G,VS2,637,570,729,725,463,11741.60981
2534,53,Premium,H,VS2,594,590,531,527,314,1501.31664
2535,32,Very Good,E,SI1,604,610,439,442,266,509.26591
2536,10,Fair,J,I1,650,590,627,617,405,1749.71357
2537,54,Ideal,F,VS2,601,560,528,531,318,1638.29511
2538,71,Premium,I,VS1,619,580,576,571,355,2388.68525
2539,31,Premium,G,SI2,623,570,437,433,271,451.08146
2540,41,Ideal,E,VVS1,613,560,481,479,294,1175.2975
2541,73,Very Good,H,VS1,587,610,59,595,348,2831.97383
2542,137,Premium,G,VS2,616,590,711,704,436,8911.87408
2543,53,Premium,F,VS2,619,580,52,517,321,1634.22217
2544,37,Ideal,E,VS1,612,560,464,467,285,860.07408
2545,101,Ideal,D,SI2,612,560,641,646,394,5089.44657
2546,56,Ideal,E,SI1,609,560,535,532,325,1674.64324
2547,42,Very Good,G,VS2,621,550,48,483,299,1071.93364
2548,31,Very Good,E,SI1,631,540,434,431,273,463.48834
2549,10,Premium,F,SI1,621,590,636,639,396,5181.72122
2550,156,Premium,H,SI2,588,590,764,76,448,9495.65136
2551,4,Premium,F,VVS2,608,590,473,471,287,962.59278
2552,102,Good,E,SI2,643,580,636,626,406,3853.50412
2553,101,Very Good,G,VS2,614,590,642,648,396,5905.35218
2554,9,Very Good,F,VS2,632,570,612,607,385,4311.75587
2555,3,Premium,G,VS1,628,580,428,426,268,696.59343
2556,32,Premium,H,VS1,613,600,438,433,267,568.24535
2557,7,Ideal,G,SI1,605,570,574,579,349,2465.88095
2558,53,Ideal,E,VVS1,615,540,523,525,322,1933.88106
2559,73,Premium,F,VS2,599,580,584,587,351,2851.30961
2560,102,Very Good,D,SI2,615,560,647,651,399,4879.04346
2561,71,Ideal,I,SI1,619,560,57,573,354,2187.48947
2562,101,Very Good,H,SI1,623,570,636,642,398,4946.75012
2563,32,Fair,D,VVS1,624,610,438,444,275,927.68035
2564,214,Ideal,I,SI2,607,570,84,834,508,12953.49219
2565,5,Good,G,VVS2,639,580,50,505,321,1405.64648
2566,3,Ideal,I,VS2,626,560,431,429,269,410.79186
2567,71,Very Good,H,SI1,601,630,572,569,343,2207.01448
2568,43,Good,F,SI1,607,610,486,489,296,800.57589
2569,106,Premium,F,SI1,610,580,66,665,404,4905.82968
2570,112,Premium,G,VS2,623,590,671,661,415,6697.52278
2571,7,Good,I,VS1,631,570,559,567,355,2086.49633
2572,91,Good,G,SI1,643,600,604,612,391,3527.62542
2573,74,Ideal,G,SI1,619,560,58,583,36,2632.56038
2574,32,Ideal,D,SI1,628,560,442,437,276,695.17603
2575,3,Good,G,VS2,585,640,442,437,257,495.7816
2576,34,Premium,D,SI1,620,580,447,443,276,709.14937
2577,9,Good,H,SI2,636,600,611,606,387,2969.98581
2578,32,Ideal,H,VS1,614,550,443,449,274,677.05795
2579,3,Ideal,F,VS1,614,560,437,433,267,814.0835
2580,43,Ideal,D,VVS1,623,560,481,482,30,1465.07478
2581,32,Ideal,G,VVS2,624,560,442,44,275,866.92096
2582,31,Ideal,F,SI1,605,570,443,44,267,588.99758
2583,12,Premium,G,VS1,630,610,662,659,416,6845.29317
2584,51,Ideal,F,SI1,600,570,525,521,314,1299.16872
2585,51,Very Good,E,VS2,595,630,522,517,309,1453.93386
2586,9,Fair,F,SI2,657,630,601,596,393,2920.54249
2587,41,Ideal,G,IF,617,560,48,477,295,1311.84804
2588,91,Very Good,E,SI1,631,580,617,612,388,4071.44914
2589,43,Ideal,J,VVS2,618,550,489,491,303,786.03626
2590,39,Ideal,G,VVS2,606,570,472,475,287,1094.92607
2591,32,Ideal,H,VVS2,619,530,442,444,274,800.37666
2592,10,Ideal,J,SI1,627,580,635,641,40,4000.62545
2593,32,Ideal,G,VVS1,602,560,445,449,269,863.06222
2594,9,Good,G,VS2,620,630,606,613,378,3987.19571
2595,37,Very Good,E,SI2,619,550,463,467,287,525.4545
2596,45,Ideal,E,SI2,615,550,492,497,304,779.66129
2597,71,Ideal,E,SI1,617,560,572,569,352,2665.78653
2598,151,Good,I,VS2,629,570,723,727,456,9044.23709
2599,119,Ideal,D,VS1,611,570,684,687,419,11098.92465
2600,10,Fair,J,VS1,655,550,63,625,411,3463.41127
2601,4,Premium,J,VS1,630,580,47,466,295,659.61101
2602,27,Ideal,E,VS2,608,560,425,423,258,480.04448
2603,152,Premium,G,VS1,619,580,738,735,456,13441.78023
2604,55,Ideal,F,VS2,621,550,527,525,326,1634.62989
2605,33,Very Good,E,VVS2,601,630,445,45,269,954.44856
2606,8,Very Good,D,SI2,625,590,588,592,369,2638.80578
2607,8,Ideal,F,VS2,613,550,598,60,367,3807.89966
2608,38,Premium,I,SI2,627,580,461,457,288,311.93457
2609,10,Good,G,SI1,633,600,624,633,398,4373.21131
2610,159,Ideal,I,SI1,624,560,748,746,466,9414.31424
2611,51,Ideal,G,VS2,627,570,512,505,319,1431.60709
2612,197,Premium,F,SI2,611,580,811,805,494,15070.3884
2613,23,Premium,G,I1,602,590,871,856,519,10458.4652
2614,3,Ideal,D,VS1,616,540,434,436,268,782.05675
2615,9,Very Good,D,SI1,642,550,609,616,393,4327.01336
2616,14,Very Good,F,SI2,599,600,729,738,444,8555.16975
2617,115,Very Good,H,SI2,620,580,666,67,414,4467.28659
2618,183,Premium,G,I1,620,580,784,78,485,6791.31337
2619,41,Very Good,D,SI1,631,570,473,468,297,755.26453
2620,3,Premium,H,SI1,612,600,431,429,263,489.83314
2621,117,Premium,F,SI1,619,600,672,666,414,5441.91118
2622,9,Premium,F,SI2,626,620,606,601,378,2910.31378
2623,3,Ideal,H,IF,615,560,434,431,266,838.1063
2624,32,Ideal,I,VS2,613,560,438,443,27,518.52203
2625,7,Very Good,F,SI1,617,590,564,568,349,2350.24168
2626,51,Very Good,D,VVS2,624,580,51,513,319,2192.80031
2627,42,Ideal,E,VVS2,613,560,481,485,296,1102.91743
2628,51,Premium,F,VS1,602,580,525,521,315,1493.71328
2629,111,Ideal,F,SI2,620,570,667,664,413,4670.41709
2630,101,Very Good,G,VS2,591,580,656,663,39,5344.18625
2631,101,Premium,H,SI2,611,600,646,641,393,4005.57359
2632,108,Good,D,SI1,638,590,647,639,41,5081.67263
2633,31,Ideal,D,SI1,617,550,437,441,271,642.43248
2634,31,Ideal,E,VVS1,617,560,433,436,268,812.41933
2635,32,Ideal,F,VVS1,611,560,442,445,271,898.62462
2636,56,Premium,G,SI1,617,580,531,529,327,1554.40468
2637,7,Ideal,D,VVS2,611,550,575,578,352,4546.47622
2638,31,Ideal,E,VS2,620,560,437,434,27,627.47894
2639,52,Premium,D,SI1,597,600,526,519,312,1427.05273
2640,23,Premium,J,SI2,597,580,863,868,517,13655.22027
2641,54,Ideal,G,VVS1,622,560,518,523,324,1847.30846
2642,61,Ideal,F,SI2,619,570,545,541,336,1547.45985
2643,3,Very Good,G,SI1,614,570,431,435,266,497.24346
2644,32,Ideal,F,VVS1,618,550,436,441,271,877.51104
2645,9,Premium,J,SI2,627,570,609,606,38,2327.35385
2646,101,Very Good,E,SI1,636,560,63,637,403,5476.40638
2647,36,Ideal,F,IF,603,570,461,465,279,1082.68704
2648,3,Very Good,F,IF,621,570,426,43,266,922.77057
2649,203,Ideal,I,SI1,629,550,811,804,508,14204.3685
2650,44,Premium,D,VS1,602,590,493,491,296,1202.05596
2651,31,Fair,E,SI1,569,660,453,447,256,348.22185
2652,7,Ideal,E,VS2,619,570,569,574,354,3193.41493
2653,31,Very Good,E,VS2,616,590,432,435,267,491.41434
2654,165,Premium,I,SI2,620,590,761,754,47,8209.90113
2655,101,Good,E,SI1,641,620,626,619,399,4629.06575
2656,15,Very Good,I,SI1,607,580,734,74,447,9513.07286
2657,101,Ideal,F,VS1,620,570,646,642,399,7454.90196
2658,23,Good,F,VVS2,628,610,392,395,247,619.50661
2659,10,Premium,E,VS2,599,590,645,638,384,6697.81116
2660,34,Premium,I,SI1,604,560,456,454,275,497.36494
2661,24,Very Good,D,VVS2,588,580,405,408,239,786.68029
2662,41,Good,E,SI1,632,580,468,472,297,698.43924
2663,101,Premium,D,VVS1,593,590,656,653,388,11213.35216
2664,123,Premium,I,VS2,611,600,695,689,423,5921.64252
2665,59,Very Good,E,SI2,638,570,531,534,34,1464.70081
2666,106,Premium,F,SI1,624,580,651,656,407,4990.63624
2667,122,Ideal,H,SI2,617,560,693,687,426,5421.00752
2668,171,Very Good,G,VS1,613,540,769,774,473,16271.53259
2669,153,Very Good,F,SI1,585,590,755,762,444,11235.52036
2670,114,Ideal,F,VVS1,616,570,671,676,415,11270.65864
2671,51,Ideal,F,VS2,606,570,517,52,314,1569.66799
2672,32,Ideal,E,VVS1,619,550,438,441,272,801.43746
2673,10,Very Good,I,SI1,585,610,651,655,382,4077.38424
2674,32,Ideal,G,VS2,618,550,441,442,273,679.71397
2675,9,Very Good,H,VVS2,603,610,622,625,376,4362.70093
2676,9,Premium,G,VS1,627,580,615,606,383,4508.31872
2677,102,Premium,E,SI2,587,580,668,661,39,4259.60984
2678,10,Ideal,D,SI1,625,550,643,638,40,6257.2511
2679,34,Ideal,F,IF,622,550,447,45,279,1161.20196
2680,9,Very Good,E,SI2,626,600,609,618,384,3560.10828
2681,82,Ideal,D,VS2,619,560,598,603,372,4265.45237
2682,102,Ideal,G,SI1,621,550,646,649,402,5428.83056
2683,51,Very Good,J,SI1,617,560,514,517,318,936.01049
2684,73,Premium,F,VS2,599,590,587,577,35,2538.70417
2685,112,Premium,D,SI2,612,600,667,663,407,4564.04066
2686,33,Very Good,E,SI1,620,600,438,443,273,477.34091
2687,42,Ideal,J,VS2,613,570,479,486,296,552.85913
2688,35,Ideal,D,VS2,625,550,455,45,283,1053.04314
2689,52,Ideal,G,SI1,604,570,523,527,317,1406.78763
2690,32,Ideal,F,VS2,603,550,44,445,267,729.01602
2691,71,Fair,I,VS2,647,600,554,546,356,1938.52791
2692,32,Very Good,H,VVS1,623,560,435,437,272,839.02183
2693,95,Ideal,I,VS2,622,570,629,622,389,3978.35014
2694,32,Premium,G,VS2,624,590,436,433,271,659.43841
2695,7,Very Good,E,SI1,612,570,568,573,349,2661.46943
2696,71,Very Good,J,SI1,607,580,578,581,352,1917.55197
2697,41,Premium,H,SI1,609,600,483,479,293,775.87982
2698,71,Ideal,E,VS2,625,560,57,575,358,3248.15674
2699,9,Fair,E,SI1,649,560,612,618,399,4006.94788
2700,117,Ideal,H,SI2,624,530,674,676,421,5042.58598
2701,42,Premium,G,VS2,606,580,488,483,294,941.57476
2702,52,Premium,G,SI1,607,590,522,519,316,1302.89076
